id	baseMean	baseMeanCtrl	baseMeanCr	foldChange	log2FoldChange	pval	padj	Pr-118	Pr-119	Pr-120	geneid	symbol	name
18016	3788.552052	3813.37314	3738.909875	0.980473124	-0.02845001	0.789941263	1	25.45659972	24.64934603	23.257194	18016	Nf2	neurofibromatosis 2
18018	1465.867948	1339.245643	1719.112558	1.28364245	0.360243405	0.039933119	0.274321635	6.036803647	6.42484716	7.590254872	18018	Nfatc1	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1"
18019	16.13942174	15.52674596	17.36477331	1.118378143	0.161408071	0.87155417	1	0.040173188	0.041750104	0.044272806	18019	Nfatc2	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2"
18020	529.5056458	440.1084867	708.2999641	1.609375837	0.686501277	0.000222509	0.005647768	4.572923229	5.016548981	7.334532552	18020	Nfatc2ip	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein"
18021	2696.183531	2445.802216	3196.94616	1.307115571	0.386386706	0.002051144	0.031522588	15.45699757	14.71942242	18.66839966	18021	Nfatc3	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"
18022	2.997045481	2.667697346	3.65574175	1.3703735	0.454569159	0.86092238	1	0.028579716	0.040839636	0.057743099	18022	Nfe2	"nuclear factor, erythroid derived 2"
18023	10745.15415	10311.04242	11613.3776	1.1263049	0.17159743	0.143507879	0.637755294	76.80217388	74.6830137	80.777862	18023	Nfe2l1	"nuclear factor, erythroid derived 2,-like 1"
18024	12119.64983	10027.62761	16303.69427	1.625877517	0.701218578	4.39E-10	8.27E-08	153.2460332	148.1186606	231.9529771	18024	Nfe2l2	"nuclear factor, erythroid derived 2, like 2"
18025	4.425924434	3.897080338	5.483612625	1.407107924	0.492732987	0.763073963	1	0.056215762	0.026776931	0.06309977	18025	Nfe2l3	"nuclear factor, erythroid derived 2, like 3"
18027	629.1818993	744.5349236	398.4758508	0.53520102	-0.901847229	3.37E-07	2.86E-05	3.025472477	2.705605767	1.448278127	18027	Nfia	nuclear factor I/A
18028	3330.616113	3657.465722	2676.916896	0.731904849	-0.450271991	0.000288732	0.006987258	15.35166697	15.09371336	10.55156782	18028	Nfib	nuclear factor I/B
18029	6762.662101	6909.575637	6468.835027	0.936213071	-0.095091187	0.386666589	1	40.87056436	40.52602391	36.09344554	18029	Nfic	nuclear factor I/C
18030	284.5131891	320.2963051	212.9469569	0.664843626	-0.588913042	0.009239815	0.096403174	6.1742516	5.728004968	3.739155549	18030	Nfil3	"nuclear factor, interleukin 3, regulated"
18032	1543.767893	1579.476845	1472.34999	0.932175736	-0.101326135	0.483471932	1	15.93101419	14.12126892	13.23669979	18032	Nfix	nuclear factor I/X
18033	4299.983054	4382.652622	4134.643919	0.94341128	-0.084041244	0.48734514	1	40.99147403	38.03863993	35.26266464	18033	Nfkb1	"nuclear factor of kappa light polypeptide gene enhancer in B-cells 1, p105"
18034	4018.967065	3769.202196	4518.496803	1.198793954	0.261583713	0.032617977	0.238359	38.23970593	37.22266618	42.8328803	18034	Nfkb2	"nuclear factor of kappa light polypeptide gene enhancer in B-cells 2, p49/p100"
18035	1015.578819	944.3901281	1157.956199	1.226141787	0.294125817	0.051274299	0.326596686	22.09952311	22.19632922	25.74106179	18035	Nfkbia	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha"
18036	1026.984931	988.9173602	1103.120073	1.115482565	0.157667964	0.309270142	0.981377508	18.7987819	18.86010085	19.90685181	18036	Nfkbib	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta"
18037	411.4597548	402.8717721	428.6357202	1.06395074	0.089431357	0.670699593	1	6.143470195	6.162078607	6.206202544	18037	Nfkbie	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon"
18038	722.2703747	680.8170018	805.1771204	1.182663063	0.242039113	0.133111702	0.608714784	17.67392951	16.65940432	19.2194174	18038	Nfkbil1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1
18039	1.948000326	1.094129614	3.65574175	3.341232797	1.740380504	0.508873835	1	0	0	0.048133678	18039	Nefl	"neurofilament, light polypeptide"
18040	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18040	Nefm	"neurofilament, medium polypeptide"
18041	1186.608018	1189.966702	1179.89065	0.991532492	-0.012268045	0.924958401	1	22.03592138	20.95377684	20.17323939	18041	Nfs1	nitrogen fixation gene 1 (S. cerevisiae)
18044	1980.06296	1813.052176	2314.084528	1.276347453	0.35202112	0.007832982	0.085628565	18.13834647	18.07185256	21.89656911	18044	Nfya	nuclear transcription factor-Y alpha
18045	868.1590996	799.117191	1006.242917	1.25919318	0.332499632	0.033481002	0.243037374	11.48810501	11.69153002	13.8384324	18045	Nfyb	nuclear transcription factor-Y beta
18046	1014.612305	1046.672031	950.492855	0.908109539	-0.139061765	0.362742826	1	18.27501673	18.98789667	16.04486028	18046	Nfyc	nuclear transcription factor-Y gamma
18048	1.353690301	1.573567732	0.913935438	0.580804638	-0.78387512	1	1	0	0.040596253	0	18048	Klk1b4	kallikrein 1-related pepidase b4
18049	1.338710034	1.094129614	1.827870875	1.670616398	0.740380504	0.851392559	1	0	0	0.027047315	18049	Ngf	nerve growth factor
18050	1.353690301	1.573567732	0.913935438	0.580804638	-0.78387512	1	1	0	0.038356145	0	18050	Klk1b3	kallikrein 1-related peptidase b3
18053	44.81192946	43.91254053	46.61070731	1.061444106	0.086028403	0.886961595	1	0.461873715	0.470003538	0.471303041	18053	Ngfr	"nerve growth factor receptor (TNFR superfamily, member 16)"
18054	1.948000326	1.094129614	3.65574175	3.341232797	1.740380504	0.508873835	1	0	0	0.082959078	18054	Ngp	neutrophilic granule protein
18071	3.805831733	2.05300585	7.3114835	3.561355414	1.83242642	0.311759979	0.984260526	0	0.027390636	0.090364351	18071	Nhlh1	nescient helix loop helix 1
18072	2.707380601	3.147135464	1.827870875	0.580804638	-0.78387512	0.958119718	1	0.014217407	0.030474432	0.009575056	18072	Nhlh2	nescient helix loop helix 2
18073	5218.957865	4955.480749	5745.912096	1.159506491	0.213510897	0.076497291	0.427510678	30.87653031	29.93088692	33.37959901	18073	Nid1	nidogen 1
18074	7.487068837	7.117893786	8.225418938	1.155597314	0.208638755	0.950188213	1	0.01952128	0.069738445	0.05258831	18074	Nid2	nidogen 2
18080	468.1694044	494.7907622	414.9266886	0.838590209	-0.253962109	0.167505871	0.698374308	1.779825867	1.735866797	1.395876659	18080	Nin	ninein
18081	2932.226755	2879.836403	3037.007459	1.054576384	0.076663594	0.58679248	1	93.65744526	94.86924775	94.21674206	18081	Ninj1	ninjurin 1
18082	975.2165683	1030.076423	865.4968593	0.840225871	-0.251150887	0.092073586	0.482169405	20.57940841	20.15625633	16.2067686	18082	Nipsnap1	4-nitrophenylphosphatase domain and non-neuronal SNAP25-like protein homolog 1 (C. elegans)
18087	1496.271368	1441.971738	1604.870628	1.112969544	0.154414114	0.276620319	0.934259082	7.692592064	7.545208618	8.032011596	18087	Nktr	natural killer tumor recognition sequence
18088	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18088	Nkx2-2	"NK2 transcription factor related, locus 2 (Drosophila)"
18089	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18089	Nkx2-3	"NK2 transcription factor related, locus 3 (Drosophila)"
18091	1.338710034	1.094129614	1.827870875	1.670616398	0.740380504	0.851392559	1	0	0	0.02106638	18091	Nkx2-5	"NK2 transcription factor related, locus 5 (Drosophila)"
18092	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18092	Nkx2-6	"NK2 transcription factor related, locus 6 (Drosophila)"
18094	15.57535957	14.22368498	18.27870875	1.285089537	0.361868881	0.652717365	1	0.455455088	0.325416463	0.485667277	18094	Nkx2-9	"NK2 transcription factor related, locus 9 (Drosophila)"
18095	1.443859219	1.70882111	0.913935438	0.534833888	-0.902837216	1	1	0.015196355	0	0	18095	Nkx3-1	"NK-3 transcription factor, locus 1 (Drosophila)"
18096	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18096	Nkx6-1	NK6 homeobox 1
18099	689.1186422	729.7944303	607.7670659	0.832792141	-0.263971641	0.109427663	0.535725753	6.160327214	5.87115185	4.741509862	18099	Nlk	nemo like kinase
18100	1089.576318	1122.560632	1023.60769	0.911850693	-0.133130479	0.346329502	1	39.58271666	39.25807753	34.05277495	18100	Mrpl40	mitochondrial ribosomal protein L40
18101	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18101	Nmbr	neuromedin B receptor
18102	10040.47994	9815.187463	10491.06489	1.068860368	0.096073397	0.57108347	1	289.1137928	299.7026772	298.3830468	18102	Nme1	"non-metastatic cells 1, protein (NM23A) expressed in"
18103	20781.9015	20090.92811	22163.8483	1.103176925	0.141664186	0.551952002	1	600.0577788	656.7612079	658.1151366	18103	Nme2	"non-metastatic cells 2, protein (NM23B) expressed in"
18104	552.2362026	462.3231611	732.0622854	1.58344281	0.663064762	0.000126991	0.003647011	10.78125581	11.23637325	16.54905317	18104	Nqo1	"NAD(P)H dehydrogenase, quinone 1"
18105	2294.594418	2304.498974	2274.785304	0.987106234	-0.018722737	0.844699989	1	21.15435938	21.07609933	19.74725487	18105	Nqo2	"NAD(P)H dehydrogenase, quinone 2"
18106	16.2703536	18.46495006	11.88116069	0.643443965	-0.636113579	0.539102138	1	0.190277937	0.154077796	0.102517817	18106	Cd244	CD244 natural killer cell receptor 2B4
18107	4826.466055	4851.585784	4776.226596	0.984467102	-0.022585099	0.801927063	1	97.36496505	98.28922742	91.26739799	18107	Nmt1	N-myristoyltransferase 1
18108	589.6180855	576.8878535	615.0785494	1.066201248	0.092479776	0.562355196	1	12.24155862	10.5791846	11.49422996	18108	Nmt2	N-myristoyltransferase 2
18109	5.625059572	7.52365392	1.827870875	0.242949888	-2.041269329	0.323921927	1	0.09181619	0.091841986	0.012367166	18109	Mycn	"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)"
18111	27.68813612	21.88259228	39.29922381	1.795912628	0.844717164	0.15161952	0.660161951	0.748552356	0.534830473	1.114394093	18111	Nnat	neuronatin
18113	660.3829064	748.3814687	484.3857819	0.64724449	-0.627617317	0.001507208	0.025024156	28.28277428	29.74024485	17.80254854	18113	Nnmt	nicotinamide N-methyltransferase
18114	7846.015184	7975.276775	7587.492002	0.951376638	-0.071911496	0.530237724	1	146.2890894	148.114621	132.7215933	18114	Rrp1	ribosomal RNA processing 1 homolog (S. cerevisiae)
18115	1986.283596	2089.252277	1780.346232	0.852145168	-0.230828872	0.078646796	0.436083051	13.0812149	12.48052271	10.30817161	18115	Nnt	nicotinamide nucleotide transhydrogenase
18117	3022.498392	2898.717091	3270.060995	1.128106294	0.17390301	0.427932978	1	20.85423561	22.62628426	23.27998553	18117	Cox4nb	COX4 neighbor
18119	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18119	Nodal	nodal
18120	1897.37076	1781.321355	2129.469569	1.1954438	0.257546308	0.143280357	0.636901484	37.20660749	39.36115578	43.42213995	18120	Mrpl49	mitochondrial ribosomal protein L49
18121	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18121	Nog	noggin
18124	2.267625738	1.573567732	3.65574175	2.323218553	1.21612488	0.632744716	1	0	0.018078692	0.051122871	18124	Nr4a3	"nuclear receptor subfamily 4, group A, member 3"
18125	7.31782073	5.950086188	10.05328981	1.689604065	0.756685211	0.540333872	1	0.043455757	0.038810684	0.073165823	18125	Nos1	"nitric oxide synthase 1, neuronal"
18126	3.406839811	3.282388842	3.65574175	1.113744266	0.155418004	0.967551633	1	0.023895221	0.01707281	0.02413922	18126	Nos2	"nitric oxide synthase 2, inducible"
18127	20.06538293	18.67388142	22.84838594	1.223547768	0.291070426	0.715889547	1	0.150308648	0.165220744	0.186884287	18127	Nos3	"nitric oxide synthase 3, endothelial cell"
18128	9.066325095	7.658907298	11.88116069	1.551286656	0.6334653	0.55624493	1	0.030142881	0.021536678	0.040600902	18128	Notch1	Notch gene homolog 1 (Drosophila)
18129	3198.385044	3022.257979	3550.639175	1.174829945	0.232451944	0.065510575	0.387200914	10.73572294	10.59479516	11.86907041	18129	Notch2	Notch gene homolog 2 (Drosophila)
18130	996.5160889	918.53784	1152.472587	1.254681665	0.327321374	0.02538486	0.1984025	7.153506279	6.487667887	8.093738611	18130	Ints6	integrator complex subunit 6
18131	33.52522523	24.69764559	51.1803845	2.072277874	1.051217468	0.063486472	0.379571165	0.090024485	0.12864254	0.222306934	18131	Notch3	Notch gene homolog 3 (Drosophila)
18132	198.2425917	205.0564083	184.6149584	0.90031304	-0.151501379	0.557583923	1	1.162178301	1.129496692	0.977155935	18132	Notch4	Notch gene homolog 4 (Drosophila)
18133	26.27395012	23.87402274	31.07380488	1.3015739	0.380257226	0.578842801	1	0.322509705	0.388848593	0.447979021	18133	Nov	nephroblastoma overexpressed gene
18139	1321.908468	1284.616028	1396.493349	1.087090086	0.1204715	0.36686093	1	7.498252962	6.522921774	7.199968298	18139	Zfml	"zinc finger, matrin-like"
18140	6583.493412	7047.523874	5655.432487	0.802470852	-0.317479105	0.006824918	0.077562523	69.44459875	66.81596417	51.75472758	18140	Uhrf1	"ubiquitin-like, containing PHD and RING finger domains, 1"
18141	2896.533452	2504.134207	3681.331942	1.470101695	0.555915957	7.53E-06	0.00036081	19.70480226	19.39333193	27.22415078	18141	Nup50	nucleoporin 50
18142	43.4965554	40.56857629	49.35251363	1.21652072	0.282760892	0.620442799	1	0.592752325	0.798160002	0.813760711	18142	Npas1	neuronal PAS domain protein 1
18143	2.462943841	2.323512606	2.741806313	1.180026442	0.238819187	0.923355833	1	0.022809075	0	0.015361322	18143	Npas2	neuronal PAS domain protein 2
18145	5301.098673	5248.226985	5406.842048	1.0302226	0.042956094	0.747358779	1	37.93360595	36.8130627	36.45652526	18145	Npc1	Niemann Pick type C1
18146	1734.2368	1773.786661	1655.137077	0.93310944	-0.099881798	0.431620449	1	44.79064272	44.46563006	39.45033626	18146	Npdc1	"neural proliferation, differentiation and control gene 1"
18148	33064.38175	34023.11277	31146.91971	0.915463553	-0.127425645	0.234143069	0.852845515	717.2596827	717.0274558	622.0078768	18148	Npm1	nucleophosmin 1
18150	2540.011198	2721.519691	2176.994212	0.799918597	-0.322074902	0.035297709	0.251801812	115.5743765	118.8544529	88.88650405	18150	Npm3	nucleoplasmin 3
18155	4.275547129	4.585449818	3.65574175	0.79724823	-0.326899106	0.999704455	1	0.018448516	0.079087283	0.037273796	18155	Pnoc	prepronociceptin
18158	9.546842899	12.03542575	4.569677188	0.379685545	-1.397123019	0.320564472	0.999844652	0.611166229	0.436669954	0.164641862	18158	Nppb	natriuretic peptide type B
18159	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18159	Nppc	natriuretic peptide type C
18160	203.8617422	219.8826822	171.8198623	0.781416074	-0.355837162	0.17384776	0.714996321	2.134345826	1.868496231	1.476916485	18160	Npr1	natriuretic peptide receptor 1
18162	5.584296631	4.720703196	7.3114835	1.548812369	0.631162379	0.693483488	1	0.013598906	0.024290584	0.032054791	18162	Npr3	natriuretic peptide receptor 3
18163	353.0456647	468.3348227	122.4673486	0.261495286	-1.935143153	2.48E-17	2.31E-14	2.886234057	2.938599317	0.718127598	18163	Ctnnd2	"catenin (cadherin associated protein), delta 2"
18164	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18164	Nptx1	neuronal pentraxin 1
18166	134.6568891	134.8110791	134.3485093	0.996568756	-0.004958751	1	1	1.680453069	1.61975945	1.558814041	18166	Npy1r	neuropeptide Y receptor Y1
18167	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18167	Npy2r	neuropeptide Y receptor Y2
18168	1.338710034	1.094129614	1.827870875	1.670616398	0.740380504	0.851392559	1	0	0	0.013874314	18168	Npy5r	neuropeptide Y receptor Y5
18169	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18169	Npy6r	neuropeptide Y receptor Y6
18171	3.726465223	3.76182696	3.65574175	0.971799551	-0.041269329	1	1	0.035588627	0.038141385	0.03595203	18171	Nr1i2	"nuclear receptor subfamily 1, group I, member 2"
18173	99.2601552	89.48442936	118.8116069	1.327734978	0.408967207	0.373461466	1	1.200050355	1.626140714	1.797554708	18173	Slc11a1	"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1"
18174	2879.951517	2919.778185	2800.298181	0.959079082	-0.060278316	0.586154786	1	18.91252767	19.12259781	17.28565912	18174	Slc11a2	"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2"
18175	71.20600902	68.88069288	75.85664131	1.101275817	0.13917584	0.755387551	1	0.442120251	0.470736404	0.478745841	18175	Nrap	nebulin-related anchoring protein
18176	5909.709798	5942.256135	5844.617123	0.983568697	-0.023902275	0.807146128	1	48.80141827	49.71883066	45.92402981	18176	Nras	neuroblastoma ras oncogene
18181	1047.055784	1056.494992	1028.177367	0.973196631	-0.039196769	0.758790139	1	7.012951559	7.027142962	6.474022854	18181	Nrf1	nuclear respiratory factor 1
18183	1.673315713	2.05300585	0.913935438	0.445169427	-1.16757358	0.997735936	1	0	0.016180644	0	18183	Nrg3	neuregulin 3
18185	1.443859219	1.70882111	0.913935438	0.534833888	-0.902837216	1	1	0.01209923	0	0	18185	Nrl	neural retina leucine zipper gene
18186	2.357794657	1.70882111	3.65574175	2.139335551	1.097162784	0.628532459	1	0.008052528	0	0.016269508	18186	Nrp1	neuropilin 1
18187	7840.703908	8227.324493	7067.462738	0.859023215	-0.219230974	0.058083769	0.356239763	38.39201695	36.59919484	30.48472572	18187	Nrp2	neuropilin 2
18188	152.8192125	153.8291452	150.7993472	0.980304135	-0.028698686	0.929601919	1	5.545302967	5.526884227	5.146868776	18188	Nrtn	neurturin
18189	10.50571913	13.47374011	4.569677188	0.339154322	-1.559986218	0.226686716	0.837830087	0.050865307	0.047245341	0.013702588	18189	Nrxn1	neurexin I
18190	3.591355506	2.188259228	6.397548063	2.923578697	1.547735426	0.387188023	1	0.005933653	0.004239514	0.02397697	18190	Nrxn2	neurexin II
18191	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18191	Nrxn3	neurexin III
18193	1505.88735	1615.420476	1286.821096	0.796585852	-0.328098239	0.039869092	0.274042858	4.601530964	4.755753887	3.533476577	18193	Nsd1	nuclear receptor-binding SET-domain protein 1
18194	718.0646741	837.6459265	478.9021693	0.571723868	-0.806609574	1.70E-06	0.000107542	14.46463481	13.54424984	7.570333784	18194	Nsdhl	NAD(P) dependent steroid dehydrogenase-like
18195	2476.498673	2499.670846	2430.154328	0.972189731	-0.040690199	0.701690971	1	24.43690945	24.76040419	22.66547774	18195	Nsf	N-ethylmaleimide sensitive fusion protein
18196	16.69268151	14.98573245	20.10657963	1.341714841	0.424078083	0.660280124	1	0.155933066	0.318320153	0.315050667	18196	Nsg1	neuron specific gene family member 1
18197	1.338710034	1.094129614	1.827870875	1.670616398	0.740380504	0.851392559	1	0	0	0.014313492	18197	Nsg2	neuron specific gene family member 2
18198	143.339638	167.941782	94.13535006	0.560523706	-0.835152705	0.044224314	0.29445508	1.307431553	1.580855783	0.767634	18198	Musk	"muscle, skeletal, receptor tyrosine kinase"
18201	1413.391325	1473.934634	1292.304709	0.876772062	-0.189726266	0.160669047	0.682157702	15.56852706	15.58261588	12.93913164	18201	Nsmaf	neutral sphingomyelinase (N-SMase) activation associated factor
18203	1174.293313	1199.369676	1124.140588	0.937276146	-0.093453928	0.603777009	1	37.25720394	39.95929124	34.34050959	18203	Ntan1	N-terminal Asn amidase
18205	10.49491673	11.62966562	8.225418938	0.707279057	-0.499648551	0.728333081	1	0.201143316	0.26689773	0.154816941	18205	Ntf3	neurotrophin 3
18207	194.2578659	199.5362874	183.7010229	0.920639676	-0.119291477	0.619219194	1	6.400268562	7.190498575	5.945400585	18207	Nthl1	nth (endonuclease III)-like 1 (E.coli)
18208	1.673315713	2.05300585	0.913935438	0.445169427	-1.16757358	0.997735936	1	0	0.011871822	0	18208	Ntn1	netrin 1
18209	10.28908354	6.294270928	18.27870875	2.904023192	1.538052975	0.133137643	0.608714784	0.029192263	0.048667441	0.124514819	18209	Ntn3	netrin 3
18211	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18211	Ntrk1	"neurotrophic tyrosine kinase, receptor, type 1"
18212	6.099240146	5.950086188	6.397548063	1.075202587	0.104608515	0.970504081	1	0.019317583	0.017252688	0.019514839	18212	Ntrk2	"neurotrophic tyrosine kinase, receptor, type 2"
18213	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18213	Ntrk3	"neurotrophic tyrosine kinase, receptor, type 3"
18214	4196.992885	4278.890785	4033.197086	0.942580049	-0.08531295	0.474153792	1	18.98788048	19.26520414	17.08660794	18214	Ddr2	"discoidin domain receptor family, member 2"
18216	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18216	Ntsr1	neurotensin receptor 1
18217	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18217	Ntsr2	neurotensin receptor 2
18218	169.1961592	169.7121785	168.1641205	0.990878333	-0.013220171	0.934862115	1	1.216752189	1.371174464	1.219183411	18218	Dusp8	dual specificity phosphatase 8
18220	9381.619319	8879.447823	10385.96231	1.169663083	0.226093026	0.05138576	0.326780444	123.587504	118.3356339	133.9247316	18220	Nucb1	nucleobindin 1
18221	5583.742916	5832.58902	5086.05071	0.872005672	-0.197590575	0.091350246	0.479525808	163.6101523	157.6835627	132.6155366	18221	Nudc	nuclear distribution gene C homolog (Aspergillus)
18222	325.3776917	328.127836	319.8774031	0.974856041	-0.036738906	0.932620745	1	6.900384454	5.520469693	5.710857259	18222	Numb	numb gene homolog (Drosophila)
18223	592.4794705	489.7863872	797.8656369	1.629007375	0.703993135	0.003049176	0.042320708	6.139838996	7.078750692	10.24357932	18223	Numbl	numb-like
18226	4229.914427	3891.868926	4906.005429	1.260578278	0.334085708	0.005253643	0.06411428	62.60813509	58.59107027	72.2770179	18226	Nup62	nucleoporin 62
18227	49.83259767	25.8533506	97.79109181	3.782530679	1.919351784	2.14E-05	0.000861046	0.284857878	0.264585201	1.016775409	18227	Nr4a2	"nuclear receptor subfamily 4, group A, member 2"
18230	510.2225288	546.9032236	436.8611391	0.798790573	-0.324110789	0.072931367	0.413542598	7.584017293	7.266520979	5.613696051	18230	Nxn	nucleoredoxin
18231	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18231	Nxph1	neurexophilin 1
18232	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18232	Nxph2	neurexophilin 2
18241	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18241	Gpr143	G protein-coupled receptor 143
18242	4583.11652	4583.895605	4581.558348	0.999490116	-0.000735795	0.963075867	1	79.87928429	77.9039461	74.66871357	18242	Oat	ornithine aminotransferase
18245	17172.51377	16719.94918	18077.64295	1.081202028	0.112636122	0.564973484	1	559.7236566	592.1415182	590.7051369	18245	Oaz1	ornithine decarboxylase antizyme 1
18247	1965.138537	1824.938121	2245.53937	1.230474252	0.29921447	0.167226166	0.697999571	34.9259625	38.27161132	42.76045592	18247	Oaz2-ps	"ornithine decarboxylase antizyme 2, pseudogene"
18249	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18249	Obp1a	odorant binding protein Ia
18256	1.338710034	1.094129614	1.827870875	1.670616398	0.740380504	0.851392559	1	0	0	0.017846116	18256	Oc90	otoconin 90
18260	70.67377944	78.59260603	54.83612625	0.697726275	-0.519266931	0.21013075	0.800167215	0.881136273	0.91766355	0.593422502	18260	Ocln	occludin
18261	2.068129777	2.188259228	1.827870875	0.835308199	-0.259619496	1	1	0.064858457	0.046340485	0.043680494	18261	Ocm	oncomodulin
18263	6711.545017	6797.25653	6540.121991	0.962170835	-0.055635025	0.723349344	1	95.75369503	101.8464518	90.18941594	18263	Odc1	"ornithine decarboxylase, structural 1"
18285	8.656530764	7.044215802	11.88116069	1.686654842	0.75416477	0.500025011	1	0.215705728	0.184942569	0.348653356	18285	Odf1	outer dense fiber of sperm tails 1
18286	2202.129635	2283.699472	2038.989961	0.892845134	-0.163518136	0.203810588	0.784750792	18.25483391	17.3594203	15.0471866	18286	Odf2	outer dense fiber of sperm tails 2
18291	2.372774923	2.188259228	2.741806313	1.252962299	0.325343005	0.922995376	1	0.025182761	0.01799274	0.033919877	18291	Nobox	NOBOX oogenesis homeobox
18292	1.443859219	1.70882111	0.913935438	0.534833888	-0.902837216	1	1	0.037098028	0	0	18292	Sebox	SEBOX homeobox
18293	9056.719333	9380.975987	8408.206025	0.896303971	-0.157940007	0.166197872	0.695809255	50.33693145	47.99509087	41.70814799	18293	Ogdh	oxoglutarate dehydrogenase (lipoamide)
18294	245.5675937	269.6463633	197.4100545	0.732107239	-0.449873105	0.063684036	0.380296812	6.148102529	6.732584708	4.473499727	18294	Ogg1	8-oxoguanine DNA-glycosylase 1
18295	14.6503344	15.12098582	13.70903156	0.90662287	-0.141425541	0.929702782	1	0.150144774	0.254781446	0.176957592	18295	Ogn	osteoglycin
18300	1.658335446	1.573567732	1.827870875	1.161609277	0.21612488	1	1	0	0.027226424	0.0256636	18300	Oit1	oncoprotein induced transcript 1
18301	3151.229158	3169.040783	3115.605906	0.98313847	-0.024533468	0.837125778	1	79.62841443	83.56368888	76.08789711	18301	Fxyd5	FXYD domain-containing ion transport regulator 5
18302	34.43714218	33.37700452	36.5574175	1.09528755	0.131309675	0.827326056	1	0.456349452	0.426380235	0.461009338	18302	Oit3	oncoprotein induced transcript 3
18307	1.353690301	1.573567732	0.913935438	0.580804638	-0.78387512	1	1	0	0.036389163	0	18307	Olfr10	olfactory receptor 10
18310	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18310	Olfr13	olfactory receptor 13
18312	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18312	Olfr15	olfactory receptor 15
18313	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18313	Olfr16	olfactory receptor 16
18314	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18314	Olfr17	olfactory receptor 17
18315	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18315	Olfr18	olfactory receptor 18
18316	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18316	Olfr19	olfactory receptor 19
18317	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18317	Olfr2	olfactory receptor 2
18321	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18321	Olfr23	olfactory receptor 23
18322	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18322	Olfr24	olfactory receptor 24
18323	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18323	Olfr25	olfactory receptor 25
18324	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18324	Olfr26	olfactory receptor 26
18328	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18328	Olfr3	olfactory receptor 3
18329	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	18329	Olfr30	olfactory receptor 30
