geneid	symbol	name	baseMean	baseMeandmso	baseMeancr+dmso	foldChange	log2FoldChange	pval	padj	PJ-3	PJ-4	PJ-7	PJ-8
17069	Ly6e	"lymphocyte antigen 6 complex, locus E"	13662.56568	14845.57771	12479.55365	0.840624319	-0.250466901	0.289020992	0.890886515	104.377673	128.8678249	127.2633351	133.4646137
170706	Tmem37	transmembrane protein 37	1369.838451	1638.675285	1101.001616	0.671885166	-0.573713417	0.040586117	0.30096226	40.46450325	46.14729578	25.37336689	47.2129369
170707	Usp48	ubiquitin specific peptidase 48	1597.483646	1710.92288	1484.044412	0.8673941	-0.205240464	0.414565732	1	8.771103917	8.601465281	6.940972078	8.65643446
17071	Ly6f	"lymphocyte antigen 6 complex, locus F"	12.50087659	7.838239488	17.16351369	2.189715397	1.130743371	0.278820942	0.878229679	0.416177908	0.308142178	0.70560785	0.151242485
170711	Otud7a	OTU domain containing 7A	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
170716	Cyp4f13	"cytochrome P450, family 4, subfamily f, polypeptide 13"	305.6947164	228.4756593	382.9137735	1.675949966	0.744979079	0.021762628	0.199690743	7.999445315	3.983676641	5.587807953	3.736546815
170718	Idh3b	isocitrate dehydrogenase 3 (NAD+) beta	6940.559618	6862.684232	7018.435005	1.022695314	0.032376395	0.902959496	1	127.0454479	129.1347507	154.0531337	132.5698494
170719	Oxr1	oxidation resistance 1	11832.81864	14653.52089	9012.116398	0.61501372	-0.701309499	0.030576105	0.250375291	69.65086217	84.67032588	38.46723497	82.90959217
170720	Card14	"caspase recruitment domain family, member 14"	325.3123139	423.8165183	226.8081095	0.53515637	-0.901967593	0.003330903	0.052885428	2.167058763	2.913155491	1.305490401	3.270750579
170721	Papln	"papilin, proteoglycan-like sulfated glycoprotein"	225.7561601	239.5173379	211.9949823	0.885092429	-0.176099974	0.591697527	1	1.585090851	1.599138558	1.350791476	1.564390044
170722	Nxf7	nuclear RNA export factor 7	13.02322416	16.46079829	9.585650028	0.582332026	-0.78008613	0.4489456	1	0.114283243	0.209526389	0.166081075	0.270547884
170725	Capn8	calpain 8	1.244306323	0.973039915	1.515572732	1.557564813	0.639292197	0.988539216	1	0	0	0.008351121	0
170728	Rtn4ip1	reticulon 4 interacting protein 1	304.1696351	385.4610835	222.8781868	0.578211904	-0.790329785	0.009797853	0.11621853	2.703841736	3.676538514	1.826769254	3.799874855
170729	Scrt1	"scratch homolog 1, zinc finger protein (Drosophila)"	1.24041314	0.973039915	1.507786366	1.549562709	0.63186114	0.988530491	1	0.007584955	0	0	0
170731	Mfn2	mitofusin 2	1689.44036	1956.778457	1422.102262	0.726756908	-0.460455215	0.067015659	0.412511169	11.50750455	12.94504561	8.256562976	12.97001928
170732	Trhr2	thyrotropin releasing hormone receptor 2	1.730826281	1.446079829	2.015572732	1.39381844	0.479042647	0.985706646	1	0.02269826	0	0.023090227	0.019796964
170733	Klra17	"killer cell lectin-like receptor, subfamily A, member 17"	1.226933098	1.446079829	1.007786366	0.69690922	-0.520957353	1	1	0	0	0	0.0225386
170734	Zscan5b	zinc finger and SCAN domain containing 5B	1.494306323	1.473039915	1.515572732	1.028874179	0.041066565	1	1	0	0.015249743	0.015714019	0
170735	Arr3	"arrestin 3, retinal"	1.984719464	1.446079829	2.523359098	1.744965283	0.803198333	0.876398135	1	0.022380919	0	0.045534811	0.019520185
170736	Parvb	"parvin, beta"	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
170737	Znrf1	zinc and ring finger 1	3020.166018	3635.51014	2404.821896	0.661481279	-0.596227769	0.015256797	0.157918984	9.266482874	11.65744152	6.974581188	11.73588643
170738	Kcnh7	"potassium voltage-gated channel, subfamily H (eag-related), member 7"	3.453866195	5.392159659	1.515572732	0.281069706	-1.831000126	0.439542474	1	0	0.047435613	0.008146631	0.020954133
170740	Zfp287	zinc finger protein 287	68.73318617	63.38239488	74.08397746	1.168841562	0.225079384	0.63647344	1	0.430096093	0.412635987	0.45601014	0.311720371
170741	Pilrb1	paired immunoglobin-like type 2 receptor beta 1	16.65759745	26.24511761	7.070077295	0.269386383	-1.89225117	0.039763453	0.297501307	0.119277132	0.735949591	0.242673759	0.702209963
170742	Sertad3	SERTA domain containing 3	311.2462784	318.4291697	304.063387	0.954885469	-0.066600391	0.828789463	1	8.178596686	7.166287188	6.498328336	7.470873437
170743	Tlr7	toll-like receptor 7	21.64080862	28.11031718	15.17130006	0.539705758	-0.889755015	0.255417939	0.838836098	0.056836541	0.192376359	0.173454081	0.226613407
170744	Tlr8	toll-like receptor 8	1.49041314	1.973039915	1.007786366	0.510778499	-0.969230298	0.892362689	1	0	0.019016304	0	0
170745	Xpnpep2	"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound"	1.463453055	1.919119744	1.007786366	0.525129487	-0.929254888	0.89361444	1	0	0	0	0.015167485
170748	BC017612	cDNA sequence BC017612	296.1415243	351.5934071	240.6896415	0.684568131	-0.546733964	0.074374335	0.43610524	8.36833214	10.70794973	7.072206682	10.80767598
170749	Mtmr4	myotubularin related protein 4	2088.018836	2245.717392	1930.32028	0.859556188	-0.218336145	0.66717263	1	14.12843081	11.51060329	6.501286273	11.36711631
17075	Epcam	epithelial cell adhesion molecule	2.221239421	2.419119744	2.023359098	0.836403036	-0.257729796	1	1	0	0.014569017	0.030025138	0.025742777
170750	Xpnpep1	"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble"	4267.451489	4692.88596	3842.017018	0.818689619	-0.288611493	0.233441853	0.80035741	49.39379128	53.63364743	43.36144969	54.28702932
170752	Bco2	beta-carotene oxygenase 2	21.28879689	19.46079829	23.11679549	1.187864709	0.24837053	0.771581518	1	0.439744608	0.274943674	0.208757908	0.242906365
170753	Zfp704	zinc finger protein 704	1814.744878	1967.80294	1661.686816	0.844437612	-0.243937256	0.68143102	1	5.239914038	4.218579584	2.060640978	4.027861381
170755	Sgk3	serum/glucocorticoid regulated kinase 3	413.3382598	542.877869	283.7986506	0.522767029	-0.935759942	0.001274078	0.02636361	1.796797513	2.772932346	1.266264764	2.818002736
170756	Slc24a6	"solute carrier family 24 (sodium/potassium/calcium exchanger), member 6"	1156.006683	1363.599074	948.4142931	0.695522835	-0.523830214	0.041481431	0.305760607	10.12158511	13.32958207	9.188008723	13.13518961
170757	Eltd1	"EGF, latrophilin seven transmembrane domain containing 1"	1.226933098	1.446079829	1.007786366	0.69690922	-0.520957353	1	1	0	0	0	0.006460773
170758	Rac3	RAS-related C3 botulinum substrate 3	96.60043112	78.23535283	114.9655094	1.469482852	0.555308524	0.184238385	0.708234382	2.906135325	2.116913258	3.530362914	2.042503109
170759	Atp13a1	ATPase type 13A1	3694.86998	3941.980988	3447.758972	0.874625977	-0.193261897	0.424648145	1	27.97557677	28.83764132	25.63652336	29.53723235
17076	Ly75	lymphocyte antigen 75	2595.81518	2861.808465	2329.821896	0.814108255	-0.296707447	0.231076215	0.79706435	15.26076187	16.78409028	12.15022747	15.34639837
170760	Acbd3	acyl-Coenzyme A binding domain containing 3	3474.626097	3243.480418	3705.771776	1.142529412	0.192231305	0.451912338	1	37.76765551	27.11144153	27.20588871	27.07056611
170761	Pdzd3	PDZ domain containing 3	5.54102452	1.973039915	9.109009126	4.616738394	2.206873985	0.198783251	0.73843245	0.041837233	0.02753484	0.184425381	0
170762	Nup155	nucleoporin 155	6633.453533	7202.853423	6064.053644	0.841896022	-0.24828603	0.33373578	0.961282272	34.33398959	33.37450952	23.29747661	31.90062523
170763	Zfp87	zinc finger protein 87	326.5175921	322.8066109	330.2285733	1.022991978	0.032794831	0.941473278	1	4.872794475	3.569070265	2.524156455	3.329456206
170765	Ripply3	ripply3 homolog (zebrafish)	118.3468524	113.0491091	123.6445958	1.093724637	0.129249562	0.758341213	1	1.929574799	2.042368414	2.954461752	2.203431889
170767	Rfxap	regulatory factor X-associated protein	568.416314	582.1107449	554.721883	0.952949053	-0.069529009	0.802002881	1	8.764552093	7.68029096	6.82646222	7.901937176
170768	Pfkfb3	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"	860.141229	1125.147898	595.1345604	0.528938961	-0.918826847	0.000529803	0.013418816	3.741518676	6.330392138	3.103459357	6.019490993
170770	Bbc3	BCL2 binding component 3	1013.759492	508.468514	1519.050469	2.987501541	1.578939457	0.176301807	0.691932113	11.51362359	7.689034473	35.27826783	7.222685925
170771	Khdrbs2	"KH domain containing, RNA binding, signal transduction associated 2"	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
170772	Glcci1	glucocorticoid induced transcript 1	272.9268801	297.0222916	248.8314686	0.837753514	-0.255402261	0.540200091	1	1.58353659	1.345492367	0.847832643	1.41961209
170776	Cd209c	CD209c antigen	1036.263049	1730.275838	342.2502598	0.197800982	-2.337878507	1.03E-17	5.87E-15	7.652974716	32.19641767	5.749019625	32.50099534
170779	Cd209d	CD209d antigen	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
170780	Cd209e	CD209e antigen	1.226933098	1.446079829	1.007786366	0.69690922	-0.520957353	1	1	0	0	0	0.014979069
170786	Cd209a	CD209a antigen	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
170787	Hdac10	histone deacetylase 10	371.2093919	337.5517285	404.8670553	1.199422255	0.262339647	0.488946435	1	5.231453172	3.356963047	3.22500653	3.358197096
170788	Crb1	crumbs homolog 1 (Drosophila)	1.24041314	1.473039915	1.007786366	0.684154147	-0.547606679	1	1	0	0.006385951	0	0
170789	Acot8	acyl-CoA thioesterase 8	904.997577	829.5202425	980.4749115	1.181978282	0.241203528	0.360130073	1	26.02904753	20.84393389	25.77960657	20.90428695
17079	Cd180	CD180 antigen	14.15341207	23.29903778	5.007786366	0.21493533	-2.218025452	0.029877543	0.246728427	0.10461107	0.271092695	0	0.285123946
170790	Mlc1	megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)	1.244306323	0.973039915	1.515572732	1.557564813	0.639292197	0.988539216	1	0	0	0.01328506	0
170791	Rbm39	RNA binding motif protein 39	8317.688314	6821.252728	9814.1239	1.438756822	0.52482277	0.030014313	0.24718983	93.68242454	70.8673885	118.9518108	69.93555868
170799	Rtkn2	rhotekin 2	22.6529153	17.09559872	28.21023189	1.650145885	0.722593575	0.346752965	0.979724694	0.216591741	0.145093622	0.204593975	0.094453471
170813	Ms4a3	"membrane-spanning 4-domains, subfamily A, member 3"	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
17082	Il1rl1	interleukin 1 receptor-like 1	3.961652562	3.892159659	4.031145465	1.035709174	0.050618953	1	1	0.012830006	0.012665949	0.013051563	0.011190073
170822	Usp33	ubiquitin specific peptidase 33	3369.342045	3451.777121	3286.90697	0.952236154	-0.07060869	0.858432921	1	29.15096944	23.23227004	16.7960847	22.76173348
170823	Glmn	"glomulin, FKBP associated protein"	221.7950739	274.0467748	169.5433731	0.618665821	-0.692767761	0.034606824	0.273616047	2.929883207	3.83746648	1.962394022	3.71922365
170826	Ppargc1b	"peroxisome proliferative activated receptor, gamma, coactivator 1 beta"	117.6545602	156.9976657	78.31145465	0.49880649	-1.003447858	0.035241152	0.276268071	0.956729186	1.273015649	0.33005888	1.204495816
170828	Vgll1	vestigial like 1 homolog (Drosophila)	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
170829	Tram2	translocating chain-associating membrane protein 2	334.1786196	432.6253208	235.7319184	0.544887012	-0.875970992	0.160016904	0.658204323	8.205666027	9.288848653	2.07014683	8.740858153
17083	Tmed1	transmembrane emp24 domain containing 1	155.2754464	171.7427834	138.8081095	0.80823256	-0.307157622	0.385234438	1	2.168164685	3.190467683	3.474869541	3.460940685
170833	Hook2	hook homolog 2 (Drosophila)	356.2934683	359.6498041	352.9371326	0.981335534	-0.027181594	0.923370682	1	4.330707801	3.535157418	3.551715276	4.099238933
170834	Oosp1	oocyte secreted protein 1	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
170835	Inpp5j	inositol polyphosphate 5-phosphatase J	125.789309	85.51967215	166.0589458	1.941763125	0.957367217	0.012423684	0.137731636	1.690245916	0.71759853	1.202712949	0.695088341
17084	Ly86	lymphocyte antigen 86	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
17085	Ly9	lymphocyte antigen 9	186.0210472	345.8630079	26.17908642	0.075692068	-3.72371406	4.58E-21	4.12E-18	0.347749581	4.107374035	0.27795014	4.062055729
17086	Ncr1	natural cytotoxicity triggering receptor 1	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
17087	Ly96	lymphocyte antigen 96	307.7037276	374.9046865	240.5027687	0.641503767	-0.640470358	0.036212046	0.280526487	12.74048661	16.69628648	8.762025978	15.33768337
17089	Lyar	Ly1 antibody reactive clone	1467.167482	1536.557538	1397.777427	0.909681149	-0.136567137	0.603221378	1	22.12048636	28.94260558	32.71636553	28.49486436
170930	Sumo2	SMT3 suppressor of mif two 3 homolog 2 (yeast)	10748.47255	11286.7611	10210.184	0.904615939	-0.144622678	0.54123476	1	303.5776316	326.7740072	319.2369648	329.0207832
170935	Grid2ip	"glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 1"	3.238612647	2.946079829	3.531145465	1.198591236	0.26133973	0.979349549	1	0.014163292	0.020973278	0.021611807	0.006176468
170936	Zfp369	zinc finger protein 369	183.6321696	236.4217392	130.8426001	0.553428803	-0.853530364	0.224840301	0.786185202	2.289921383	2.522288302	0.463736104	2.246876077
170938	Zfp617	zinc finger protein 617	1054.923767	1213.442124	896.4054107	0.738729432	-0.436882038	0.234164739	0.801732235	11.88563446	11.64198359	6.601705822	12.19313019
170939	AY026312	cDNA sequence AY026312	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
170942	Erdr1	erythroid differentiation regulator 1	350.2620084	337.3360478	363.1879689	1.076635513	0.106529919	0.752149196	1	17.22380212	12.25029296	11.1498754	12.83719744
170947	Myoz3	myozenin 3	23.83731558	18.48775838	29.18687279	1.578713449	0.658749332	0.382550966	1	0.295471613	0.159105499	0.209490962	0.140566022
17095	Lyl1	lymphoblastomic leukemia 1	16.04968747	5.811279402	26.28809555	4.523633046	2.177481904	0.058100361	0.376400344	0.23643496	0.066689047	0.618474488	0.088377341
170952	Prima1	proline rich membrane anchor 1	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
17096	Lyn	Yamaguchi sarcoma viral (v-yes-1) oncogene homolog	1281.174573	1777.846953	784.5021922	0.441265313	-1.180281751	0.000154756	0.004829021	9.012688245	14.5200144	4.496511012	14.66927002
17101	Lyst	lysosomal trafficking regulator	721.0321599	970.5571099	471.5072099	0.485810886	-1.041533276	0.000508553	0.013015236	1.584417777	2.395831967	0.841269715	2.368324604
17105	Lyz2	lysozyme 2	140.1585633	184.0540628	96.26306388	0.523015153	-0.935075348	0.011589752	0.131221555	2.647342975	4.999722634	2.839420729	5.044573625
171095	Il17rc	interleukin 17 receptor C	682.3020106	701.4711334	663.1328879	0.94534594	-0.081085729	0.762597965	1	7.015258209	6.378041447	5.87936568	6.610767431
17110	Lyz1	lysozyme 1	30.94459385	40.67895582	21.21023189	0.521405514	-0.939522254	0.153856266	0.64637441	0.336616097	0.807042903	0.635939534	1.006593465
17112	Tm4sf1	transmembrane 4 superfamily member 1	6539.646713	7128.223576	5951.06985	0.834860156	-0.260393536	0.615557392	1	131.7692484	108.8351043	58.62829593	108.5106785
17113	M6pr	"mannose-6-phosphate receptor, cation dependent"	5278.186224	5424.232057	5132.14039	0.946150595	-0.079858265	0.737805455	1	69.71512192	71.29662365	70.87722887	70.29543804
17116	Mab21l1	mab-21-like 1 (C. elegans)	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171166	Mcoln3	mucolipin 3	1.226933098	1.446079829	1.007786366	0.69690922	-0.520957353	1	1	0	0	0	0.015495287
171167	Fut10	fucosyltransferase 10	900.5394218	1098.755738	702.3231058	0.639198578	-0.645663895	0.053676237	0.358909995	5.034969857	5.849365582	2.773192441	5.798587649
171168	Acer1	alkaline ceramidase 1	127.1501882	114.7647898	139.5355867	1.215839693	0.281953023	0.460800326	1	1.790630148	1.421603739	1.681432424	1.299639317
17117	Amacr	alpha-methylacyl-CoA racemase	952.1723968	1156.015574	748.3292196	0.647334894	-0.627415821	0.026627955	0.228000293	10.99688839	13.24674967	6.668816252	12.78491788
171170	Mbnl3	muscleblind-like 3 (Drosophila)	6.421212434	7.811279402	5.031145465	0.644087249	-0.634671963	0.709888388	1	0.017538732	0.027703142	0.010704961	0.018356313
171171	Ntng2	netrin G2	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
17118	Marcks	myristoylated alanine rich protein kinase C substrate	3378.648858	3118.396918	3638.900799	1.166913929	0.222698152	0.359572282	1	29.27489951	22.30127687	23.6306906	20.93843458
171180	Syt12	synaptotagmin XII	476.3511147	459.2233964	493.4788331	1.074594276	0.103792058	0.722726349	1	4.334488038	3.976688007	4.815337552	4.128546016
171183	Vmn1r37	vomeronasal 1 receptor 37	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171184	Vmn1r36	vomeronasal 1 receptor 36	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171185	Vmn1r35	vomeronasal 1 receptor 35	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171186	Vmn1r38	vomeronasal 1 receptor 38	1.24041314	0.973039915	1.507786366	1.549562709	0.63186114	0.988530491	1	0.033460582	0	0	0
171187	Vmn1r33	vomeronasal 1 receptor 33	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171188	Vmn1r32	vomeronasal 1 receptor 32	4.254185379	2.446079829	6.062290929	2.478370026	1.309391601	0.520314804	1	0.037365686	0.024591927	0.088692191	0.010863199
171189	Vmn1r17	vomeronasal 1 receptor 17	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
17119	Mxd1	MAX dimerization protein 1	192.1962677	138.0099074	246.382628	1.785253195	0.8361287	0.091289966	0.48622191	1.181127664	0.869686837	2.024667623	0.836645783
171190	Vmn1r26	vomeronasal 1 receptor 26	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171191	Vmn1r24	vomeronasal 1 receptor 24	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171192	Vmn1r5	vomeronasal 1 receptor 5	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171193	Vmn1r6	vomeronasal 1 receptor 6	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171194	Vmn1r4	vomeronasal 1 receptor 4	1.734719464	1.446079829	2.023359098	1.399202905	0.48460519	0.985715827	1	0	0	0.069219025	0.029673302
171195	Vmn1r30	vomeronasal 1 receptor 30	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171196	Vmn1r22	vomeronasal 1 receptor 22	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171197	Vmn1r23	vomeronasal 1 receptor 23	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171198	Vmn1r28	vomeronasal 1 receptor 28	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171199	Vmn1r18	vomeronasal 1 receptor 18	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
17120	Mad1l1	mitotic arrest deficient 1-like 1	1452.496897	1855.16071	1049.833084	0.565898727	-0.821384202	0.001234304	0.025722554	12.40821032	20.70025486	11.77863968	20.05672431
171200	Vmn1r19	vomeronasal 1 receptor 19	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171201	Vmn1r21	vomeronasal 1 receptor 21	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171202	Vmn1r16	vomeronasal 1 receptor 16	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171203	Vmn1r9	vomeronasal 1 receptor 9	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171205	Vmn1r8	vomeronasal 1 receptor 8	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171206	Vmn1r27	vomeronasal 1 receptor 27	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171207	Arhgap4	Rho GTPase activating protein 4	27.56064769	23.87991804	31.24137735	1.308269874	0.387660175	0.588248772	1	0.271084392	0.223015028	0.275765635	0.173385176
171209	Accn3	amiloride-sensitive cation channel 3	10.74489072	4.865199573	16.62458186	3.417040063	1.772747163	0.12397045	0.578059463	0.250592533	0.061847051	0.238987417	0.054640437
17121	Mxd3	Max dimerization protein 3	1673.712561	1861.452459	1485.972662	0.798286658	-0.325021196	0.192684121	0.726174993	37.58056068	39.75827445	32.01276004	43.19212939
171210	Acot2	acyl-CoA thioesterase 2	161.4101592	184.3236636	138.4966549	0.751377507	-0.412390166	0.247113475	0.823348045	2.020331045	2.540934603	1.787759253	2.305202458
171211	Edaradd	EDAR (ectodysplasin-A receptor)-associated death domain	2.967346238	3.919119744	2.015572732	0.514292204	-0.959339809	0.744646012	1	0.003753631	0.014822532	0.00381845	0.006547682
171212	Galnt10	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10	1298.445386	1307.054918	1289.835853	0.986826058	-0.019132283	0.93972604	1	8.805727538	8.073559574	7.884961343	8.041332276
17122	Mxd4	Max dimerization protein 4	280.7329066	196.6766216	364.7891916	1.854766412	0.891237506	0.010390976	0.121220362	11.09307681	4.787979427	7.689300204	4.837578769
171224	Vmn1r229	vomeronasal 1 receptor 229	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171225	Vmn1r226	vomeronasal 1 receptor 226	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171226	Vmn1r228	vomeronasal 1 receptor 228	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171227	Vmn1r232	vomeronasal 1 receptor 232	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171228	Vmn1r225	vomeronasal 1 receptor 225	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171229	Vmn1r227	vomeronasal 1 receptor 227	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
17123	Madcam1	mucosal vascular addressin cell adhesion molecule 1	64.55182047	15.1225588	113.9810821	7.537155822	2.914020219	3.88E-08	3.77E-06	2.120529018	0.338329502	2.723671147	0.242861349
171230	Vmn1r231	vomeronasal 1 receptor 231	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171231	Vmn1r230	vomeronasal 1 receptor 230	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171232	Vmn1r234	vomeronasal 1 receptor 234	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171233	Vmn1r235	vomeronasal 1 receptor 235	1.244306323	0.973039915	1.515572732	1.557564813	0.639292197	0.988539216	1	0	0	0.01737277	0
171234	Vmn1r237	vomeronasal 1 receptor 237	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171235	Vmn1r236	vomeronasal 1 receptor 236	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171236	Vmn1r233	vomeronasal 1 receptor 233	1.748199507	0.973039915	2.523359098	2.593273986	1.374774639	0.757490015	1	0.031682988	0	0.064460217	0
171237	Vmn1r73	vomeronasal 1 receptor 73	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171238	Vmn1r80	vomeronasal 1 receptor 80	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171239	Vmn1r76	vomeronasal 1 receptor 76	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171240	Vmn1r74	vomeronasal 1 receptor 74	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171241	Vmn1r75	vomeronasal 1 receptor 75	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171242	Vmn1r78	vomeronasal 1 receptor 78	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171243	Vmn1r83	vomeronasal 1 receptor 83	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171244	Vmn1r81	vomeronasal 1 receptor 81	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171245	Vmn1r-ps103	"vomeronasal 1 receptor, pseudogene 103"	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171246	Vmn1r200	vomeronasal 1 receptor 200	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171247	Vmn1r199	vomeronasal 1 receptor 199	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171248	Vmn1r214	vomeronasal 1 receptor 214	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171249	Vmn1r213	vomeronasal 1 receptor 213	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
17125	Smad1	MAD homolog 1 (Drosophila)	1568.21142	1481.148183	1655.274658	1.11756182	0.160354638	0.524214149	1	18.36323533	14.19517741	14.69845319	13.99553074
171250	Vmn1r206	vomeronasal 1 receptor 206	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171251	Vmn1r205	vomeronasal 1 receptor 205	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171252	Vmn1r208	vomeronasal 1 receptor 208	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171253	Vmn1r215	vomeronasal 1 receptor 215	1.730826281	1.946079829	1.515572732	0.778782406	-0.360707803	1	1	0	0.033252207	0.034264567	0.029377555
171254	Vmn1r198	vomeronasal 1 receptor 198	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171255	Vmn1r201	vomeronasal 1 receptor 201	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171256	Vmn1r218	vomeronasal 1 receptor 218	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171257	Vmn1r195	vomeronasal 1 receptor 195	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171258	Vmn1r202	vomeronasal 1 receptor 202	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
171259	Vmn1r193	vomeronasal 1 receptor 193	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
17126	Smad2	MAD homolog 2 (Drosophila)	8501.460624	8477.280971	8525.640276	1.005704577	0.00820658	0.973090091	1	33.44991616	26.95903622	23.31228925	26.82101017
171260	Vmn1r89	vomeronasal 1 receptor 89	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
